  5.3438218e-005  3.6580485e-006  2.0766650e+001  2.0278178e+001
  5.4625734e-005  4.0606287e-006  2.0584836e+001  2.0430102e+001
  5.5813250e-005  4.4963131e-006  2.0399761e+001  2.0535731e+001
  5.7000766e-005  4.9668651e-006  2.0211471e+001  2.0601369e+001
  5.8188282e-005  5.4740803e-006  2.0020013e+001  2.0632749e+001
  5.9375798e-005  6.0197841e-006  1.9825434e+001  2.0634982e+001
  6.0563314e-005  6.6058292e-006  1.9627784e+001  2.0612547e+001
  6.1750830e-005  7.2340922e-006  1.9427111e+001  2.0569312e+001
  6.2938346e-005  7.9064714e-006  1.9223466e+001  2.0508585e+001
  6.4125862e-005  8.6248833e-006  1.9016900e+001  2.0433161e+001
  6.5313378e-005  9.3912599e-006  1.8807463e+001  2.0345387e+001
  6.6500894e-005  1.0207545e-005  1.8595207e+001  2.0247220e+001
  6.7688410e-005  1.1075691e-005  1.8380187e+001  2.0140283e+001
  6.8875926e-005  1.1997656e-005  1.8162455e+001  2.0025918e+001
  7.0063442e-005  1.2975398e-005  1.7942066e+001  1.9905231e+001
  7.1250958e-005  1.4010877e-005  1.7719074e+001  1.9779132e+001
  7.2438474e-005  1.5106043e-005  1.7493536e+001  1.9648371e+001
  7.3625990e-005  1.6262838e-005  1.7265507e+001  1.9513565e+001
  7.4813505e-005  1.7483192e-005  1.7035044e+001  1.9375224e+001
  7.6001021e-005  1.8769018e-005  1.6802205e+001  1.9233770e+001
  7.7188537e-005  2.0122204e-005  1.6567048e+001  1.9089553e+001
  7.8376053e-005  2.1544618e-005  1.6329631e+001  1.8942867e+001
  7.9563569e-005  2.3038096e-005  1.6090013e+001  1.8793962e+001
  8.0751085e-005  2.4604440e-005  1.5848255e+001  1.8643046e+001
  8.1938601e-005  2.6245417e-005  1.5604416e+001  1.8490303e+001
  8.3126117e-005  2.7962752e-005  1.5358557e+001  1.8335889e+001
  8.4313633e-005  2.9758122e-005  1.5110740e+001  1.8179944e+001
  8.5501149e-005  3.1633156e-005  1.4861026e+001  1.8022593e+001
  8.6688665e-005  3.3589431e-005  1.4609477e+001  1.7863948e+001
  8.7876181e-005  3.5628463e-005  1.4356157e+001  1.7704114e+001
  8.9063697e-005  3.7751707e-005  1.4101128e+001  1.7543186e+001
  9.0251213e-005  3.9960553e-005  1.3844454e+001  1.7381258e+001
  9.1438729e-005  4.2256319e-005  1.3586198e+001  1.7218417e+001
  9.2626245e-005  4.4640251e-005  1.3326426e+001  1.7054749e+001
  9.3813761e-005  4.7113515e-005  1.3065202e+001  1.6890337e+001
  9.5001277e-005  4.9677196e-005  1.2802591e+001  1.6725264e+001
  9.6188793e-005  5.2332295e-005  1.2538658e+001  1.6559613e+001
  9.7376309e-005  5.5079721e-005  1.2273469e+001  1.6393465e+001
  9.8563825e-005  5.7920294e-005  1.2007091e+001  1.6226905e+001
  9.9751341e-005  6.0854732e-005  1.1739590e+001  1.6060016e+001
  1.0093886e-004  6.3883660e-005  1.1471032e+001  1.5892884e+001
  1.0212637e-004  6.7007594e-005  1.1201484e+001  1.5725597e+001
  1.0331389e-004  7.0226948e-005  1.0931014e+001  1.5558243e+001
  1.0450140e-004  7.3542025e-005  1.0659689e+001  1.5390914e+001
  1.0568892e-004  7.6953017e-005  1.0387576e+001  1.5223702e+001
  1.0687644e-004  8.0460001e-005  1.0114744e+001  1.5056703e+001
  1.0806395e-004  8.4062934e-005  9.8412599e+000  1.4890015e+001
  1.0925147e-004  8.7761659e-005  9.5671924e+000  1.4723739e+001
  1.1043898e-004  9.1555891e-005  9.2926098e+000  1.4557977e+001
  1.1162650e-004  9.5445224e-005  9.0175804e+000  1.4392835e+001
  1.1281402e-004  9.9429127e-005  8.7421727e+000  1.4228422e+001
  1.1400153e-004  1.0350694e-004  8.4664555e+000  1.4064848e+001
  1.1518905e-004  1.0767787e-004  8.1904975e+000  1.3902228e+001
  1.1637656e-004  1.1194100e-004  7.9143673e+000  1.3740677e+001
  1.1756408e-004  1.1629528e-004  7.6381339e+000  1.3580317e+001
  1.1875160e-004  1.2073952e-004  7.3618661e+000  1.3421267e+001
  1.1993911e-004  1.2527241e-004  7.0856327e+000  1.3263653e+001
  1.2112663e-004  1.2989249e-004  6.8095025e+000  1.3107603e+001
  1.2231414e-004  1.3459818e-004  6.5335445e+000  1.2953246e+001
  1.2350166e-004  1.3938776e-004  6.2578273e+000  1.2800715e+001
  1.2468918e-004  1.4425938e-004  5.9824196e+000  1.2650143e+001
  1.2587669e-004  1.4921105e-004  5.7073902e+000  1.2501669e+001
  1.2706421e-004  1.5424065e-004  5.4328076e+000  1.2355431e+001
  1.2825172e-004  1.5934593e-004  5.1587401e+000  1.2211569e+001
  1.2943924e-004  1.6452451e-004  4.8852561e+000  1.2070226e+001
  1.3062676e-004  1.6977388e-004  4.6124238e+000  1.1931547e+001
  1.3181427e-004  1.7509139e-004  4.3403111e+000  1.1795676e+001
  1.3300179e-004  1.8047430e-004  4.0689859e+000  1.1662761e+001
  1.3418930e-004  1.8591970e-004  3.7985157e+000  1.1532946e+001
  1.3537682e-004  1.9142459e-004  3.5289681e+000  1.1406381e+001
  1.3656434e-004  1.9698584e-004  3.2604101e+000  1.1283213e+001
  1.3775185e-004  2.0260022e-004  2.9929087e+000  1.1163588e+001
  1.3893937e-004  2.0826436e-004  2.7265306e+000  1.1047654e+001
  1.4012688e-004  2.1397480e-004  2.4613421e+000  1.0935555e+001
  1.4131440e-004  2.1972798e-004  2.1974093e+000  1.0827435e+001
  1.4250192e-004  2.2552023e-004  1.9347981e+000  1.0723436e+001
  1.4368943e-004  2.3134777e-004  1.6735739e+000  1.0623696e+001
  1.4487695e-004  2.3720674e-004  1.4138017e+000  1.0528350e+001
  1.4606446e-004  2.4309321e-004  1.1555463e+000  1.0437532e+001
  1.4725198e-004  2.4900314e-004  8.9887205e-001  1.0351368e+001
  1.4843949e-004  2.5493241e-004  6.4384297e-001  1.0269979e+001
  1.4962701e-004  2.6087685e-004  3.9052259e-001  1.0193483e+001
  1.5081453e-004  2.6683221e-004  1.3897404e-001  1.0121989e+001
  1.5200204e-004  2.7279417e-004 -1.1073998e-001  1.0055601e+001
  1.5318956e-004  2.7875837e-004 -3.5855725e-001  9.9944118e+000
  1.5437707e-004  2.8472039e-004 -6.0441601e-001  9.9385078e+000
  1.5556459e-004  2.9067577e-004 -8.4825497e-001  9.8879658e+000
  1.5675211e-004  2.9662002e-004 -1.0900134e+000  9.8428509e+000
  1.5793962e-004  3.0254861e-004 -1.3296310e+000  9.8032177e+000
  1.5912714e-004  3.0845700e-004 -1.5670480e+000  9.7691097e+000
  1.6031465e-004  3.1434060e-004 -1.8022054e+000  9.7405563e+000
  1.6150217e-004  3.2019487e-004 -2.0350445e+000  9.7175743e+000
  1.6268969e-004  3.2601521e-004 -2.2655072e+000  9.7001663e+000
  1.6387720e-004  3.3179707e-004 -2.4935361e+000  9.6883190e+000
  1.6506472e-004  3.3753588e-004 -2.7190745e+000  9.6820047e+000
  1.6625223e-004  3.4322713e-004 -2.9420660e+000  9.6811792e+000
  1.6743975e-004  3.4886629e-004 -3.1624552e+000  9.6857815e+000
  1.6862727e-004  3.5444892e-004 -3.3801871e+000  9.6957331e+000
  1.6981478e-004  3.5997059e-004 -3.5952074e+000  9.7109388e+000
  1.7100230e-004  3.6542694e-004 -3.8074625e+000  9.7312851e+000
  1.7218981e-004  3.7081367e-004 -4.0168996e+000  9.7566402e+000
  1.7337733e-004  3.7612654e-004 -4.2234664e+000  9.7868551e+000
  1.7456485e-004  3.8136140e-004 -4.4271115e+000  9.8217619e+000
  1.7575236e-004  3.8651419e-004 -4.6277841e+000  9.8611753e+000
  1.7693988e-004  3.9158094e-004 -4.8254342e+000  9.9048923e+000
  1.7812739e-004  3.9655778e-004 -5.0200125e+000  9.9526928e+000
  1.7931491e-004  4.0144097e-004 -5.2114706e+000  1.0004340e+001
  1.8050243e-004  4.0622686e-004 -5.3997608e+000  1.0059581e+001
  1.8168994e-004  4.1091197e-004 -5.5848360e+000  1.0118149e+001
  1.8287746e-004  4.1549292e-004 -5.7666503e+000  1.0179762e+001
  1.8406497e-004  4.1996651e-004 -5.9451582e+000  1.0244126e+001
  1.8525249e-004  4.2432966e-004 -6.1203152e+000  1.0310933e+001
  1.8644001e-004  4.2857948e-004 -6.2920779e+000  1.0379870e+001
  1.8762752e-004  4.3271324e-004 -6.4604032e+000  1.0450610e+001
  1.8881504e-004  4.3672839e-004 -6.6252493e+000  1.0522822e+001
  1.9000255e-004  4.4062256e-004 -6.7865751e+000  1.0596170e+001
  1.9119007e-004  4.4439359e-004 -6.9443404e+000  1.0670313e+001
  1.9237759e-004  4.4803950e-004 -7.0985059e+000  1.0744910e+001
  1.9356510e-004  4.5155855e-004 -7.2490331e+000  1.0819620e+001
  1.9475262e-004  4.5494918e-004 -7.3958845e+000  1.0894107e+001
  1.9594013e-004  4.5821009e-004 -7.5390236e+000  1.0968036e+001
  1.9712765e-004  4.6134018e-004 -7.6784146e+000  1.1041083e+001
  1.9831517e-004  4.6433861e-004 -7.8140229e+000  1.1112931e+001
  1.9950268e-004  4.6720476e-004 -7.9458146e+000  1.1183275e+001
  2.0069020e-004  4.6993829e-004 -8.0737568e+000  1.1251824e+001
  2.0187771e-004  4.7253909e-004 -8.1978178e+000  1.1318301e+001
  2.0306523e-004  4.7500732e-004 -8.3179665e+000  1.1382449e+001
  2.0425275e-004  4.7734342e-004 -8.4341731e+000  1.1444028e+001
  2.0544026e-004  4.7954808e-004 -8.5464085e+000  1.1502820e+001
  2.0662778e-004  4.8162229e-004 -8.6546448e+000  1.1558631e+001
  2.0781529e-004  4.8356730e-004 -8.7588551e+000  1.1611290e+001
  2.0900281e-004  4.8538467e-004 -8.8590133e+000  1.1660652e+001
  2.1019032e-004  4.8707622e-004 -8.9550945e+000  1.1706598e+001
  2.1137784e-004  4.8864409e-004 -9.0470747e+000  1.1749040e+001
  2.1256536e-004  4.9009070e-004 -9.1349311e+000  1.1787915e+001
  2.1375287e-004  4.9141879e-004 -9.2186417e+000  1.1823192e+001
  2.1494039e-004  4.9263138e-004 -9.2981856e+000  1.1854869e+001
  2.1612790e-004  4.9373181e-004 -9.3735431e+000  1.1882975e+001
  2.1731542e-004  4.9472372e-004 -9.4446953e+000  1.1907570e+001
  2.1850294e-004  4.9561105e-004 -9.5116246e+000  1.1928742e+001
  2.1969045e-004  4.9639807e-004 -9.5743142e+000  1.1946610e+001
  2.2087797e-004  4.9708934e-004 -9.6327486e+000  1.1961326e+001
  2.2206548e-004  4.9768974e-004 -9.6869131e+000  1.1973066e+001
  2.2325300e-004  4.9820446e-004 -9.7367943e+000  1.1982039e+001
  2.2444052e-004  4.9863898e-004 -9.7823797e+000  1.1988478e+001
  2.2562803e-004  4.9899911e-004 -9.8236579e+000  1.1992645e+001
  2.2681555e-004  4.9929097e-004 -9.8606188e+000  1.1994827e+001
  2.2800306e-004  4.9952096e-004 -9.8932530e+000  1.1995336e+001
  2.2919058e-004  4.9969580e-004 -9.9215524e+000  1.1994506e+001
  2.3037810e-004  4.9982250e-004 -9.9455101e+000  1.1992693e+001
  2.3156561e-004  4.9990838e-004 -9.9651199e+000  1.1990276e+001
  2.3275313e-004  4.9996104e-004 -9.9803771e+000  1.1987652e+001
  2.3394064e-004  4.9998836e-004 -9.9912778e+000  1.1985235e+001
  2.3512816e-004  4.9999853e-004 -9.9978193e+000  1.1983458e+001
  2.3631568e-004  5.0000000e-004 -1.0000000e+001  1.1982769e+001
  2.5631568e-004  5.0000000e-004 -1.0000000e+001  1.1982769e+001
