  0.0000000e+000  0.0000000e+000  2.5000000e+001  0.0000000e+000
  1.1875160e-006  2.2374568e-014  2.4997819e+001 -1.3969421e-003
  2.3750319e-006  7.1585872e-013  2.4991278e+001 -5.5675507e-003
  3.5625479e-006  5.4344395e-012  2.4980377e+001 -1.2408257e-002
  4.7500638e-006  2.2891172e-011  2.4965120e+001 -2.1650505e-002
  5.9375798e-006  6.9821008e-011  2.4945510e+001 -3.2779503e-002
  7.1250958e-006  1.7362362e-010  2.4921552e+001 -4.4954300e-002
  8.3126117e-006  3.7497958e-010  2.4893253e+001 -5.6928444e-002
  9.5001277e-006  7.3043340e-010  2.4860619e+001 -6.6972160e-002
  1.0687644e-005  1.3149368e-009  2.4823658e+001 -7.2801018e-002
  1.1875160e-005  2.2243461e-009  2.4782380e+001 -7.1508026e-002
  1.3062676e-005  3.5778666e-009  2.4736794e+001 -5.9506035e-002
  1.4250192e-005  5.5204390e-009  2.4686913e+001 -3.2485390e-002
  1.5437707e-005  8.2250605e-009  2.4632749e+001  1.4610291e-002
  1.6625223e-005  1.1895035e-008  2.4574314e+001  8.7579727e-002
  1.7812739e-005  1.6766148e-008  2.4511625e+001  1.9292412e-001
  1.9000255e-005  2.3108755e-008  2.4444695e+001  3.3776035e-001
  2.0187771e-005  3.1229787e-008  2.4373543e+001  5.2967777e-001
  2.1375287e-005  4.1474661e-008  2.4298186e+001  7.7652988e-001
  2.2562803e-005  5.4229087e-008  2.4218642e+001  1.0861523e+000
  2.3750319e-005  6.9920782e-008  2.4134931e+001  1.4660053e+000
  2.4937835e-005  8.9021059e-008  2.4047075e+001  1.9227457e+000
  2.6125351e-005  1.1204632e-007  2.3955094e+001  2.4617418e+000
  2.7312867e-005  1.3955943e-007  2.3859013e+001  3.0865578e+000
  2.8500383e-005  1.7217094e-007  2.3758855e+001  3.7984425e+000
  2.9687899e-005  2.1054023e-007  2.3654645e+001  4.5958757e+000
  3.0875415e-005  2.5537649e-007  2.3546408e+001  5.4742252e+000
  3.2062931e-005  3.0743957e-007  2.3434173e+001  6.4255707e+000
  3.3250447e-005  3.6754072e-007  2.3317967e+001  7.4387465e+000
  3.4437963e-005  4.3654316e-007  2.3197818e+001  8.4996330e+000
  3.5625479e-005  5.1536250e-007  2.3073757e+001  9.5917000e+000
  3.6812995e-005  6.0496706e-007  2.2945815e+001  1.0696772e+001
  3.8000511e-005  7.0637804e-007  2.2814023e+001  1.1795963e+001
  3.9188027e-005  8.2066944e-007  2.2678415e+001  1.2870680e+001
  4.0375543e-005  9.4896801e-007  2.2539024e+001  1.3903608e+001
  4.1563059e-005  1.0924529e-006  2.2395885e+001  1.4879569e+001
  4.2750575e-005  1.2523551e-006  2.2249033e+001  1.5786180e+001
  4.3938091e-005  1.4299570e-006  2.2098506e+001  1.6614253e+001
  4.5125606e-005  1.6265917e-006  2.1944340e+001  1.7357926e+001
  4.6313122e-005  1.8436418e-006  2.1786575e+001  1.8014546e+001
  4.7500638e-005  2.0825385e-006  2.1625249e+001  1.8584342e+001
  4.8688154e-005  2.3447603e-006  2.1460403e+001  1.9069964e+001
  4.9875670e-005  2.6318320e-006  2.1292078e+001  1.9475940e+001
  5.1063186e-005  2.9453225e-006  2.1120315e+001  1.9808129e+001
  5.2250702e-005  3.2868437e-006  2.0945158e+001  2.0073198e+001
