   8.0000000e+00   1.6617300e+01   3.8600000e-01
   7.0000000e+00   1.4590800e+01   3.8600000e-01
   6.0000000e+00   1.2564300e+01   3.0880000e-01
   5.0000000e+00   1.0711500e+01   2.3160000e-01
   4.0000000e+00   8.7043000e+00   1.5440000e-01
   3.0000000e+00   6.7743000e+00   1.9300000e-02
   2.0000000e+00   4.6513000e+00   0.0000000e+00
   1.0000000e+00   2.3932000e+00  -5.7900000e-02
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   7.7200000e-01   2.7020000e-01
  -1.0000000e+00  -1.0229000e+00   3.8600000e-01
  -2.0000000e+00  -2.7792000e+00   3.2810000e-01
  -3.0000000e+00  -5.3268000e+00  -1.3510000e-01
  -3.5000000e+00  -5.9637000e+00   5.7900000e-02
  -4.0000000e+00  -6.8708000e+00   1.5440000e-01
  -5.0000000e+00  -8.5306000e+00   5.7900000e-02
