  0.0000000e+000  1.0000000e+000
  6.9756474e-002  9.9756405e-001
  1.3917310e-001  9.9026807e-001
  2.0791169e-001  9.7814760e-001
  2.7563736e-001  9.6126170e-001
  3.4202014e-001  9.3969262e-001
  4.0673664e-001  9.1354546e-001
  4.6947156e-001  8.8294759e-001
  5.2991926e-001  8.4804810e-001
  5.8778525e-001  8.0901699e-001
  6.4278761e-001  7.6604444e-001
  6.9465837e-001  7.1933980e-001
  7.4314483e-001  6.6913061e-001
  7.8801075e-001  6.1566148e-001
  8.2903757e-001  5.5919290e-001
  8.6602540e-001  5.0000000e-001
  8.9879405e-001  4.3837115e-001
  9.2718385e-001  3.7460659e-001
  9.5105652e-001  3.0901699e-001
  9.7029573e-001  2.4192190e-001
  9.8480775e-001  1.7364818e-001
  9.9452190e-001  1.0452846e-001
  9.9939083e-001  3.4899497e-002
  9.9939083e-001 -3.4899497e-002
  9.9452190e-001 -1.0452846e-001
  9.8480775e-001 -1.7364818e-001
  9.7029573e-001 -2.4192190e-001
  9.5105652e-001 -3.0901699e-001
  9.2718385e-001 -3.7460659e-001
  8.9879405e-001 -4.3837115e-001
  8.6602540e-001 -5.0000000e-001
  8.2903757e-001 -5.5919290e-001
  7.8801075e-001 -6.1566148e-001
  7.4314483e-001 -6.6913061e-001
  6.9465837e-001 -7.1933980e-001
  6.4278761e-001 -7.6604444e-001
  5.8778525e-001 -8.0901699e-001
  5.2991926e-001 -8.4804810e-001
  4.6947156e-001 -8.8294759e-001
  4.0673664e-001 -9.1354546e-001
  3.4202014e-001 -9.3969262e-001
  2.7563736e-001 -9.6126170e-001
  2.0791169e-001 -9.7814760e-001
  1.3917310e-001 -9.9026807e-001
  6.9756474e-002 -9.9756405e-001
 -7.6571374e-016 -1.0000000e+000
 -6.9756474e-002 -9.9756405e-001
 -1.3917310e-001 -9.9026807e-001
 -2.0791169e-001 -9.7814760e-001
 -2.7563736e-001 -9.6126170e-001
 -3.4202014e-001 -9.3969262e-001
 -4.0673664e-001 -9.1354546e-001
 -4.6947156e-001 -8.8294759e-001
 -5.2991926e-001 -8.4804810e-001
 -5.8778525e-001 -8.0901699e-001
 -6.4278761e-001 -7.6604444e-001
 -6.9465837e-001 -7.1933980e-001
 -7.4314483e-001 -6.6913061e-001
 -7.8801075e-001 -6.1566148e-001
 -8.2903757e-001 -5.5919290e-001
 -8.6602540e-001 -5.0000000e-001
 -8.9879405e-001 -4.3837115e-001
 -9.2718385e-001 -3.7460659e-001
 -9.5105652e-001 -3.0901699e-001
 -9.7029573e-001 -2.4192190e-001
 -9.8480775e-001 -1.7364818e-001
 -9.9452190e-001 -1.0452846e-001
 -9.9939083e-001 -3.4899497e-002
 -9.9939083e-001  3.4899497e-002
 -9.9452190e-001  1.0452846e-001
 -9.8480775e-001  1.7364818e-001
 -9.7029573e-001  2.4192190e-001
 -9.5105652e-001  3.0901699e-001
 -9.2718385e-001  3.7460659e-001
 -8.9879405e-001  4.3837115e-001
 -8.6602540e-001  5.0000000e-001
 -8.2903757e-001  5.5919290e-001
 -7.8801075e-001  6.1566148e-001
 -7.4314483e-001  6.6913061e-001
 -6.9465837e-001  7.1933980e-001
 -6.4278761e-001  7.6604444e-001
 -5.8778525e-001  8.0901699e-001
 -5.2991926e-001  8.4804810e-001
 -4.6947156e-001  8.8294759e-001
 -4.0673664e-001  9.1354546e-001
 -3.4202014e-001  9.3969262e-001
 -2.7563736e-001  9.6126170e-001
 -2.0791169e-001  9.7814760e-001
 -1.3917310e-001  9.9026807e-001
 -6.9756474e-002  9.9756405e-001
  1.5314275e-015  1.0000000e+000
  6.9756474e-002  9.9756405e-001
  1.3917310e-001  9.9026807e-001
  2.0791169e-001  9.7814760e-001
  2.7563736e-001  9.6126170e-001
  3.4202014e-001  9.3969262e-001
  4.0673664e-001  9.1354546e-001
  4.6947156e-001  8.8294759e-001
  5.2991926e-001  8.4804810e-001
  5.8778525e-001  8.0901699e-001
