 -7.4304150e-006  1.5791549e-006
  1.6025281e-005 -9.5041767e-006
  1.4839008e-005  6.6033673e-006
 -1.2720681e-005  5.7405806e-006
  1.4122827e-005  2.5490977e-006
  8.0345791e-006 -7.6117100e-006
  1.3893071e-005  6.0053246e-006
  1.4109387e-005  3.7442122e-006
  1.3209137e-005 -1.3914090e-005
  1.4839008e-005  6.6033673e-006
 -1.2720681e-005  5.7405806e-006
  1.4122827e-005  2.5490977e-006
  8.0345791e-006 -7.6117100e-006
  1.3893071e-005  6.0053246e-006
  1.4109387e-005  3.7442122e-006
  1.3209137e-005 -1.3914090e-005
 -1.4180836e-005  1.0551274e-005
 -1.0241707e-005 -6.7263301e-006
  1.4839008e-005  6.6033673e-006
 -1.2720681e-005  5.7405806e-006
  1.4122827e-005  2.5490977e-006
  8.0345791e-006 -7.6117100e-006
  1.3893071e-005  6.0053246e-006
  1.4109387e-005  3.7442122e-006
  1.3209137e-005 -1.3914090e-005
 -1.2830728e-005 -4.2391849e-006
 -1.5801595e-005  5.5170463e-006
  1.8430834e-005  9.5950431e-007
 -1.6742401e-005  7.2421889e-006
 -3.4084424e-006  2.5121770e-006
  4.9209240e-006 -1.4434730e-005
 -9.6934567e-006 -3.1207970e-006
  7.2842855e-008  1.1473822e-005
 -1.1713848e-005  7.5415951e-006
  1.2521146e-005 -8.0555317e-006
 -1.3104557e-005  1.7337624e-006
 -2.9927071e-006  1.1987862e-005
 -1.7404789e-006  6.0975467e-006
  1.6347203e-005 -8.5018711e-006
 -1.5841811e-005 -2.6771324e-006
  7.8674204e-006 -8.5500154e-006
 -1.6272420e-005 -7.2258022e-006
  2.5386879e-006 -1.1079336e-005
 -4.3161914e-006  3.8760782e-006
  5.0835864e-006 -1.6573684e-005
 -1.7879138e-005 -4.0843247e-006
 -6.6509648e-006  1.8605641e-006
 -6.2476071e-006  9.4495463e-008
 -8.2094649e-006  1.3256374e-005
 -1.1344415e-005  1.3951473e-005
  7.6267216e-006 -1.3985341e-005
 -1.2125513e-005  6.4182210e-006
 -1.0502502e-005  2.7276192e-006
  1.1761914e-005 -3.7648948e-006
 -2.4451269e-006  1.5648558e-005
 -8.7549372e-006  1.4281315e-005
  6.7729725e-006  5.4506445e-006
 -3.9833677e-006  6.9777034e-006
  1.8463341e-005 -1.1591063e-006
  1.7383873e-005 -9.3009154e-006
  8.2305399e-006 -1.1308697e-005
  6.9960223e-006 -1.5742511e-006
  1.5053305e-006  1.0294757e-005
 -1.1393053e-005 -4.5620682e-006
 -1.1880976e-005 -3.1584072e-006
  8.5505339e-006  8.3618256e-006
 -1.3810914e-005 -4.3082734e-006
 -1.6669019e-005  1.0998200e-005
  3.4434230e-006 -8.2527368e-006
  8.0793708e-006 -1.4464169e-006
  8.0233283e-006  6.0015443e-006
 -1.5770927e-005 -1.2088373e-005
 -1.9582682e-005 -3.8909907e-006
  1.3744106e-005  1.0715360e-005
  1.2014696e-005  1.0690427e-005
  4.8003984e-006 -1.5901758e-005
 -1.8483278e-005 -1.4073638e-006
 -9.3112834e-006 -7.2742658e-006
 -5.1762336e-006  1.7313742e-005
 -1.4999888e-005  6.2479866e-006
  1.5762558e-005 -7.7215676e-006
 -3.0861404e-006  1.2157309e-005
  1.3727927e-005 -8.9878073e-006
 -7.5971819e-006  1.7972246e-005
  1.6638666e-005  4.0462351e-006
  5.4592687e-006 -1.2444427e-005
 -2.9946333e-006  1.7911574e-005
 -2.6342238e-006  1.2948107e-005
 -1.4830587e-005  5.6120475e-006
 -1.4925400e-005 -1.0439683e-005
  1.2295713e-005  4.0687762e-006
  1.1958666e-005  9.4408741e-006
  1.3838241e-005  2.2883329e-006
  1.6751540e-005 -7.1965411e-006
  1.5862166e-007  1.1103637e-005
  1.6085413e-005 -3.8750632e-006
 -1.8842282e-005  5.0373817e-006
  1.9353164e-005  3.6274577e-006
 -8.4488410e-006 -2.3198842e-006
 -1.1335209e-005  8.6313546e-006
 -1.9138498e-005  2.8733819e-006
  1.6926308e-006 -1.5345301e-005
  1.5342587e-005  1.0150971e-005
 -3.4720436e-006  1.7244047e-005
 -1.0542355e-005  4.4299584e-006
 -2.9606025e-006  9.3659593e-006
  1.4763017e-005  8.1536214e-006
 -1.4463892e-005 -4.9987075e-007
  1.6004975e-005  1.0135302e-005
 -8.8364244e-006 -5.1807035e-006
  4.8572300e-006 -2.8327145e-006
 -1.1538073e-005 -7.3211354e-006
 -8.0351202e-006  1.1756389e-005
 -4.4829004e-006  6.2629260e-007
  1.0427285e-005 -7.6607392e-006
 -1.9250637e-005  4.9284110e-006
 -4.8691427e-006  1.5483190e-005
 -6.6421925e-006 -2.2743538e-006
  8.6183907e-006  1.9782373e-006
  1.7739632e-005 -6.2932470e-006
  4.4600611e-006 -1.1612934e-005
 -1.0843626e-005  1.1087789e-006
  9.7893514e-006 -1.4429101e-005
  9.2676170e-007 -1.3487678e-005
 -1.0367991e-005  1.1656585e-006
 -1.0943870e-005  1.5879520e-005
 -7.8502787e-006 -1.1884037e-006
  1.8257548e-005  1.7771922e-006
 -1.2056607e-005  2.5623400e-006
  1.6603315e-005 -9.8469933e-006
 -1.2720681e-005  5.7405806e-006
 -4.7294863e-006  7.7153371e-006
 -1.9044821e-005 -4.3343706e-006
 -1.4180836e-005  1.0551274e-005
 -2.9225800e-006  7.1612615e-006
  1.1640336e-005  1.1858419e-006
  5.0122072e-006 -1.7901946e-005
  1.2177281e-005 -5.9510557e-006
 -4.9946896e-006  1.2525147e-007
  1.1417372e-005  4.7048371e-006
 -8.8792965e-006 -1.7148237e-006
 -1.8913698e-006  8.9839007e-006
  5.5131549e-006 -1.3357476e-005
  1.4366562e-005 -5.8958657e-006
 -1.9211499e-005  2.5191494e-006
  1.0173732e-005 -1.4371314e-005
  1.4363516e-005  2.2019565e-006
  2.2565913e-006 -5.1011191e-006
  1.7569453e-005  1.4503151e-006
 -9.3754220e-007 -1.0127623e-005
  1.0848465e-005  4.6360498e-006
 -1.3512785e-005  5.7119909e-006
 -1.7560958e-005 -7.7377265e-006
  1.6903129e-005 -6.4680755e-006
 -5.9918249e-006  1.5250910e-005
  1.1966354e-005 -1.4923479e-005
  7.3151463e-006 -4.0900679e-006
 -3.6162575e-006  1.9451219e-005
  1.8516398e-005  2.5912140e-006
  6.6720455e-007  1.8169233e-005
 -1.5445420e-005  1.2214276e-005
  7.3207063e-006 -1.3386725e-005
  1.4486982e-005 -2.3574005e-006
 -1.1724393e-005  1.5607598e-005
 -7.0612947e-006  1.3876307e-007
 -1.5905382e-005 -5.9105620e-006
 -1.8158945e-005 -6.5500573e-006
 -2.5919348e-006  1.1505499e-005
  3.6733938e-006 -3.1395583e-006
 -1.7904230e-005 -4.3483457e-006
 -9.7414556e-006  4.2607484e-006
 -9.9620488e-006  7.8262772e-006
