  -9.3600000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00
  -9.3200000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00
  -9.2800000e+00  -7.8881102e-02   7.8881102e-02   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   7.8881102e-02   7.8881102e-02   0.0000000e+00   0.0000000e+00
  -9.2400000e+00   7.8881102e-02   0.0000000e+00  -7.8881102e-02   7.9507143e-02   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   7.9507143e-02   0.0000000e+00   7.8881102e-02   7.8881102e-02   7.8881102e-02   0.0000000e+00   0.0000000e+00
  -9.2000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   7.8881102e-02
  -9.1600000e+00  -7.8881102e-02   7.8881102e-02   0.0000000e+00   7.9507143e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   7.8881102e-02   7.8881102e-02   7.8881102e-02   0.0000000e+00  -7.8881102e-02
  -9.1200000e+00   0.0000000e+00   7.8881102e-02   7.8881102e-02   7.9507143e-02   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -9.0800000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   7.9507143e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   7.8881102e-02   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.9507143e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -9.0400000e+00   7.8881102e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.9507143e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00
  -9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   7.8881102e-02   7.8881102e-02   7.8881102e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -8.9600000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   7.9507143e-02   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   7.8881102e-02   0.0000000e+00   7.8881102e-02
  -8.9200000e+00   7.8881102e-02   7.8881102e-02   7.8881102e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00  -7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00
  -8.8800000e+00   7.8881102e-02   0.0000000e+00   7.8881102e-02   7.9507143e-02   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   7.8881102e-02   0.0000000e+00   0.0000000e+00   7.9507143e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
