   4.0000000e+02   9.8794927e-04   0.0000000e+00
   3.9950000e+02   9.9060456e-04   0.0000000e+00
   3.9900000e+02   9.9327055e-04   0.0000000e+00
   3.9850000e+02   9.9594730e-04   0.0000000e+00
   3.9800000e+02   9.9863487e-04   0.0000000e+00
   3.9750000e+02   1.0013333e-03   0.0000000e+00
   3.9700000e+02   1.0040427e-03   0.0000000e+00
   3.9650000e+02   1.0067631e-03   0.0000000e+00
   3.9600000e+02   1.0094945e-03   0.0000000e+00
   3.9550000e+02   1.0122371e-03   0.0000000e+00
   3.9500000e+02   1.0149908e-03   0.0000000e+00
   3.9450000e+02   1.0177557e-03   0.0000000e+00
   3.9400000e+02   1.0205320e-03   0.0000000e+00
   3.9350000e+02   1.0233196e-03   0.0000000e+00
   3.9300000e+02   1.0261186e-03   0.0000000e+00
   3.9250000e+02   1.0289291e-03   0.0000000e+00
   3.9200000e+02   1.0317512e-03   0.0000000e+00
   3.9150000e+02   1.0345849e-03   0.0000000e+00
   3.9100000e+02   1.0374302e-03   0.0000000e+00
   3.9050000e+02   1.0402873e-03   0.0000000e+00
   3.9000000e+02   1.0431562e-03   0.0000000e+00
   3.8950000e+02   1.0460369e-03   0.0000000e+00
   3.8900000e+02   1.0489296e-03   0.0000000e+00
   3.8850000e+02   1.0518343e-03   0.0000000e+00
   3.8800000e+02   1.0547510e-03   0.0000000e+00
   3.8750000e+02   1.0576799e-03   0.0000000e+00
   3.8700000e+02   1.0606209e-03   0.0000000e+00
   3.8650000e+02   1.0635743e-03   0.0000000e+00
   3.8600000e+02   1.0665399e-03   0.0000000e+00
   3.8550000e+02   1.0695180e-03   0.0000000e+00
   3.8500000e+02   1.0725085e-03   0.0000000e+00
   3.8450000e+02   1.0755116e-03   0.0000000e+00
   3.8400000e+02   1.0785273e-03   0.0000000e+00
   3.8350000e+02   1.0815557e-03   0.0000000e+00
   3.8300000e+02   1.0845968e-03   0.0000000e+00
   3.8250000e+02   1.0876508e-03   0.0000000e+00
   3.8200000e+02   1.0907176e-03   0.0000000e+00
   3.8150000e+02   1.0937974e-03   0.0000000e+00
   3.8100000e+02   1.0968903e-03   0.0000000e+00
   3.8050000e+02   1.0999962e-03   0.0000000e+00
   3.8000000e+02   1.1031154e-03   0.0000000e+00
   3.7950000e+02   1.1062478e-03   0.0000000e+00
   3.7900000e+02   1.1093936e-03   0.0000000e+00
   3.7850000e+02   1.1125528e-03   0.0000000e+00
   3.7800000e+02   1.1157255e-03   0.0000000e+00
   3.7750000e+02   1.1189117e-03   0.0000000e+00
   3.7700000e+02   1.1221116e-03   0.0000000e+00
   3.7650000e+02   1.1253252e-03   0.0000000e+00
   3.7600000e+02   1.1285526e-03   0.0000000e+00
   3.7550000e+02   1.1317939e-03   0.0000000e+00
   3.7500000e+02   1.1350492e-03   0.0000000e+00
   3.7450000e+02   1.1383185e-03   0.0000000e+00
   3.7400000e+02   1.1416019e-03   0.0000000e+00
   3.7350000e+02   1.1448996e-03   0.0000000e+00
   3.7300000e+02   1.1482115e-03   0.0000000e+00
   3.7250000e+02   1.1515378e-03   0.0000000e+00
   3.7200000e+02   1.1548785e-03   0.0000000e+00
   3.7150000e+02   1.1582338e-03   0.0000000e+00
   3.7100000e+02   1.1616037e-03   0.0000000e+00
   3.7050000e+02   1.1649883e-03   0.0000000e+00
   3.7000000e+02   1.1683876e-03   0.0000000e+00
   3.6950000e+02   1.1718019e-03   0.0000000e+00
   3.6900000e+02   1.1752311e-03   0.0000000e+00
   3.6850000e+02   1.1786754e-03   0.0000000e+00
   3.6800000e+02   1.1821348e-03   0.0000000e+00
   3.6750000e+02   1.1856094e-03   0.0000000e+00
   3.6700000e+02   1.1890994e-03   0.0000000e+00
   3.6650000e+02   1.1926048e-03   0.0000000e+00
   3.6600000e+02   1.1961256e-03   0.0000000e+00
   3.6550000e+02   1.1996621e-03   0.0000000e+00
   3.6500000e+02   1.2032142e-03   0.0000000e+00
   3.6450000e+02   1.2067821e-03   0.0000000e+00
   3.6400000e+02   1.2103659e-03   0.0000000e+00
   3.6350000e+02   1.2139656e-03   0.0000000e+00
   3.6300000e+02   1.2175814e-03   0.0000000e+00
   3.6250000e+02   1.2212133e-03   0.0000000e+00
   3.6200000e+02   1.2248615e-03   0.0000000e+00
   3.6150000e+02   1.2285260e-03   0.0000000e+00
   3.6100000e+02   1.2322070e-03   0.0000000e+00
   3.6050000e+02   1.2359045e-03   0.0000000e+00
   3.6000000e+02   1.2396186e-03   0.0000000e+00
   3.5950000e+02   1.2433495e-03   0.0000000e+00
   3.5900000e+02   1.2470972e-03   0.0000000e+00
   3.5850000e+02   1.2508619e-03   0.0000000e+00
   3.5800000e+02   1.2546436e-03   0.0000000e+00
   3.5750000e+02   1.2584424e-03   0.0000000e+00
   3.5700000e+02   1.2622585e-03   0.0000000e+00
   3.5650000e+02   1.2660920e-03   0.0000000e+00
   3.5600000e+02   1.2699429e-03   0.0000000e+00
   3.5550000e+02   1.2738114e-03   0.0000000e+00
   3.5500000e+02   1.2776975e-03   0.0000000e+00
   3.5450000e+02   1.2816014e-03   0.0000000e+00
   3.5400000e+02   1.2855233e-03   0.0000000e+00
   3.5350000e+02   1.2894631e-03   0.0000000e+00
   3.5300000e+02   1.2934210e-03   0.0000000e+00
   3.5250000e+02   1.2973971e-03   0.0000000e+00
   3.5200000e+02   1.3013916e-03   0.0000000e+00
   3.5150000e+02   1.3054045e-03   0.0000000e+00
   3.5100000e+02   1.3094360e-03   0.0000000e+00
   3.5050000e+02   1.3134861e-03   0.0000000e+00
   3.5000000e+02   1.3175551e-03   0.0000000e+00
   3.4950000e+02   1.3216429e-03   0.0000000e+00
   3.4900000e+02   1.3257497e-03   0.0000000e+00
   3.4850000e+02   1.3298757e-03   0.0000000e+00
   3.4800000e+02   1.3340210e-03   0.0000000e+00
   3.4750000e+02   1.3381856e-03   0.0000000e+00
   3.4700000e+02   1.3423697e-03   0.0000000e+00
   3.4650000e+02   1.3465734e-03   0.0000000e+00
   3.4600000e+02   1.3507969e-03   0.0000000e+00
   3.4550000e+02   1.3550402e-03   0.0000000e+00
   3.4500000e+02   1.3593035e-03   0.0000000e+00
   3.4450000e+02   1.3635870e-03   0.0000000e+00
   3.4400000e+02   1.3678907e-03   0.0000000e+00
   3.4350000e+02   1.3722147e-03   0.0000000e+00
   3.4300000e+02   1.3765593e-03   0.0000000e+00
   3.4250000e+02   1.3809244e-03   0.0000000e+00
   3.4200000e+02   1.3853104e-03   0.0000000e+00
   3.4150000e+02   1.3897172e-03   0.0000000e+00
   3.4100000e+02   1.3941450e-03   0.0000000e+00
   3.4050000e+02   1.3985940e-03   0.0000000e+00
   3.4000000e+02   1.4030643e-03   0.0000000e+00
   3.3950000e+02   1.4075560e-03   0.0000000e+00
   3.3900000e+02   1.4120693e-03   0.0000000e+00
   3.3850000e+02   1.4166043e-03   0.0000000e+00
   3.3800000e+02   1.4211611e-03   0.0000000e+00
   3.3750000e+02   1.4257399e-03   0.0000000e+00
   3.3700000e+02   1.4303408e-03   0.0000000e+00
   3.3650000e+02   1.4349640e-03   0.0000000e+00
