  -1.7933491e-03  -5.5272263e+00  -1.9966814e+01   1.5253449e+01   4.0213730e+00   1.1099614e+00   3.6844612e-01   1.8367282e-01
  -1.7753255e-03  -4.5573846e+00  -1.8934017e+01   1.4355939e+01   3.8246892e+00   1.0469878e+00   3.6402618e-01   1.6784450e-01
  -1.7573018e-03  -3.6376726e+00  -1.7968578e+01   1.3520477e+01   3.6424406e+00   9.8873238e-01   3.5574257e-01   1.5479226e-01
  -1.7392782e-03  -2.8116248e+00  -1.7106386e+01   1.2693691e+01   3.4516053e+00   9.3027094e-01   3.4204758e-01   1.4337203e-01
  -1.7212546e-03  -2.0846393e+00  -1.6355468e+01   1.1861794e+01   3.2548746e+00   8.7402683e-01   3.2479040e-01   1.3326826e-01
  -1.7032310e-03  -1.3904621e+00  -1.5667998e+01   1.1088206e+01   3.0851510e+00   8.2369771e-01   3.0709136e-01   1.2488775e-01
  -1.6852074e-03  -7.7660573e-01  -1.5081781e+01   1.0314792e+01   2.9097169e+00   7.7580804e-01   2.8749190e-01   1.1730308e-01
  -1.6671838e-03  -1.7740967e-01  -1.4547135e+01   9.6038111e+00   2.7545190e+00   7.3423523e-01   2.6878299e-01   1.1093314e-01
  -1.6491602e-03   3.8236071e-01  -1.4084057e+01   8.9231210e+00   2.5948811e+00   6.8923970e-01   2.4854252e-01   1.0489988e-01
  -1.6311366e-03   9.1216990e-01  -1.3685812e+01   8.2680082e+00   2.4506695e+00   6.5332979e-01   2.2919035e-01   9.9477430e-02
  -1.6131130e-03   1.4359329e+00  -1.3334270e+01   7.6592528e+00   2.3182951e+00   6.1999440e-01   2.1203837e-01   9.4441153e-02
  -1.5950894e-03   1.9310386e+00  -1.3048300e+01   7.0633142e+00   2.1893735e+00   5.8786000e-01   1.9521191e-01   8.9529321e-02
  -1.5770658e-03   2.4204245e+00  -1.2810549e+01   6.4946604e+00   2.0788889e+00   5.5729980e-01   1.8004122e-01   8.4750583e-02
  -1.5590422e-03   2.9145499e+00  -1.2614238e+01   5.9620091e+00   1.9693559e+00   5.3161229e-01   1.6594946e-01   8.0169642e-02
  -1.5410185e-03   3.3930222e+00  -1.2476669e+01   5.4283143e+00   1.8781977e+00   5.0552626e-01   1.5298839e-01   7.5625427e-02
  -1.5229949e-03   3.8952371e+00  -1.2368550e+01   4.9358790e+00   1.7923626e+00   4.8359229e-01   1.4274377e-01   7.1382369e-02
  -1.5049713e-03   4.3928339e+00  -1.2314141e+01   4.4414561e+00   1.7178667e+00   4.6374179e-01   1.3285028e-01   6.6790585e-02
  -1.4869477e-03   4.9015815e+00  -1.2302830e+01   3.9547140e+00   1.6592425e+00   4.4618049e-01   1.2491650e-01   6.2463418e-02
  -1.4689241e-03   5.4318894e+00  -1.2328551e+01   3.4797481e+00   1.6183959e+00   4.3155056e-01   1.1869847e-01   5.8478423e-02
  -1.4509005e-03   5.9688473e+00  -1.2405265e+01   2.9918850e+00   1.5921250e+00   4.2094624e-01   1.1384194e-01   5.4663050e-02
  -1.4328769e-03   6.5277629e+00  -1.2522930e+01   2.5003207e+00   1.5854944e+00   4.1461593e-01   1.1147174e-01   5.1009813e-02
  -1.4148533e-03   7.1063927e+00  -1.2684639e+01   1.9930668e+00   1.6048757e+00   4.1369276e-01   1.1189823e-01   4.8415168e-02
  -1.3968297e-03   7.7103645e+00  -1.2886624e+01   1.4673192e+00   1.6581730e+00   4.2161338e-01   1.1447734e-01   4.5941120e-02
  -1.3788061e-03   8.3401094e+00  -1.3131222e+01   9.2251493e-01   1.7262418e+00   4.3256456e-01   1.1960680e-01   4.4407827e-02
  -1.3607825e-03   8.9737872e+00  -1.3427061e+01   3.1332067e-01   1.8599554e+00   4.5480014e-01   1.2870280e-01   4.4319010e-02
  -1.3427588e-03   9.6552702e+00  -1.3742398e+01  -3.0717270e-01   2.0368536e+00   4.8984049e-01   1.3952234e-01   4.5213051e-02
  -1.3247352e-03   1.0321938e+01  -1.4110013e+01  -1.0195798e+00   2.2813591e+00   5.3863282e-01   1.5906817e-01   4.8007804e-02
  -1.3067116e-03   1.0991246e+01  -1.4503596e+01  -1.8040920e+00   2.6040459e+00   6.1070253e-01   1.8162370e-01   5.3538272e-02
  -1.2886880e-03   1.1659422e+01  -1.4901599e+01  -2.6640581e+00   3.0356316e+00   7.0386606e-01   2.1120163e-01   6.2606397e-02
  -1.2706644e-03   1.2282581e+01  -1.5313607e+01  -3.6265753e+00   3.5389784e+00   8.1871942e-01   2.4874087e-01   7.3922933e-02
  -1.2526408e-03   1.2813616e+01  -1.5711700e+01  -4.7300754e+00   4.1751220e+00   9.8073069e-01   2.9528929e-01   9.1757715e-02
  -1.2346172e-03   1.3301382e+01  -1.6032010e+01  -5.8834467e+00   4.9264975e+00   1.1575456e+00   3.4867351e-01   1.1179295e-01
  -1.2165936e-03   1.3603316e+01  -1.6271276e+01  -7.1890710e+00   5.8255220e+00   1.3761268e+00   4.1311220e-01   1.3902930e-01
  -1.1985700e-03   1.3769866e+01  -1.6358187e+01  -8.5290787e+00   6.8209146e+00   1.6304343e+00   4.8274027e-01   1.6959823e-01
  -1.1805464e-03   1.3665699e+01  -1.6249982e+01  -9.9581890e+00   7.9547995e+00   1.9160286e+00   5.5918673e-01   2.0596977e-01
  -1.1625228e-03   1.3313575e+01  -1.5956408e+01  -1.1372770e+01   9.0332454e+00   2.2194159e+00   6.3778000e-01   2.4406376e-01
